alert_id,account_id,triggered_date,rule_id,rule_name,severity,status,true_sar,triggered_by_typology_txn,f01_vol_7d_log,f02_vol_30d_log,f03_vol_ratio_7_30,f04_max_txn_log,f05_vol_vs_revenue,f06_txn_count_7d,f07_txn_count_30d,f08_velocity_ratio,f09_recency_gap_days,f10_account_age_days,f11_cash_fraction_30d,f12_structuring_count_30d,f13_round_amount_count_30d,f14_digital_channel_fraction,f15_night_fraction_30d,f16_intl_fraction_30d,f17_distinct_jurisdictions_30d,f18_very_high_jur_flag,f19_shell_counterparty_fraction,f20_pep_flag,f21_adverse_media_flag,f22_high_risk_industry,f23_prior_alerts_90d,f24_account_jurisdiction_score
ALTa262d57f9b9e,ACC000122,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.51527309351412,12.222510992525436,0.7772658270583056,10.529125938393621,14.425764520569327,33.0,114.0,1.2406015037593985,1.0,272.0,0.04129477855516378,0.0,0.0,0.7894736842105263,0.0,0.11094109481184361,3.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
ALT95b68fa4e5a2,ACC000123,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.02206323988973,12.802897399136471,0.7221224824265845,11.786964543573145,1.248554727735868,35.0,113.0,1.3274336283185841,1.0,2733.0,0.1143392254291094,2.0,0.0,0.7168141592920354,0.0,0.03431961673638481,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
ALTecfcdf4208af,ACC000124,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.415964463308999,12.233561977798036,1.892092887542536,10.86485374809131,8.49078922206192,31.0,117.0,1.1355311355311357,1.0,1879.0,0.11051638898527254,1.0,0.0,0.7777777777777778,0.0,0.019992447456532864,4.0,1.0,0.0,0.0,0.0,0.0,52.0,0.33
ALTd76e77303e2d,ACC000125,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.74727232066327,12.314382058912019,0.8941877424658327,11.270096929439621,12.646170501659373,27.0,103.0,1.1234396671289877,1.0,1504.0,0.04966450180031633,0.0,0.0,0.8058252427184466,0.0,0.02749662931430943,3.0,1.0,0.0,0.0,0.0,1.0,54.0,0.0
ALT9c0fdfddf59f,ACC000126,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.934589085127136,12.024150868813514,1.441542348416367,9.29497191941653,106.41785967308539,29.0,105.0,1.1836734693877553,1.0,3199.0,0.21873007097424607,2.0,0.0,0.7523809523809524,0.0,0.07657310091847225,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALTeeb62adaeff4,ACC000127,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.986655522667816,12.15453432112522,1.3329529875202228,9.721612496046076,0.8938318399075827,31.0,115.0,1.15527950310559,1.0,2558.0,0.15976772081644644,2.0,0.0,0.808695652173913,0.0,0.13919193987758516,3.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0
ALTc515aa044af8,ACC000128,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.391819683873491,11.994761193036656,0.8627081869975253,10.098205291533244,13.76333842824087,25.0,110.0,0.9740259740259741,1.0,3151.0,0.13096403546362026,0.0,0.0,0.8,0.0,0.18820786817421595,4.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0
ALTefc7c767a148,ACC000129,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.918355666546178,12.340868756810794,1.0333029189818692,10.062926368350228,18.112479393326883,29.0,114.0,1.0902255639097747,1.0,1756.0,0.09139350839809318,1.0,0.0,0.7982456140350878,0.0,0.06288896921952485,3.0,1.0,0.0,0.0,0.0,0.0,52.0,0.0
ALTad570cc48ff0,ACC000132,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,9.878907421119512,11.413302016381909,0.9239035826238068,9.160597454081028,0.3197684162273407,27.0,105.0,1.1020408163265307,1.0,1413.0,0.14987391293684418,0.0,0.0,0.819047619047619,0.0,0.11608803756031195,4.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0
ALT3500e954f122,ACC000133,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.895907683531739,11.870643614580658,1.6169469302700434,9.765193407419336,83.55160144427954,33.0,106.0,1.3342318059299192,1.0,852.0,0.22536494289545317,0.0,0.0,0.7547169811320755,0.0,0.00016768615138255418,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
ALTd30e4b78d90a,ACC000136,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.846759398333983,11.830116508324906,1.6030658255797965,9.719973885460984,224.5935660081119,24.0,92.0,1.1180124223602483,1.0,180.0,0.15833972265454874,0.0,0.0,0.7717391304347826,0.0,0.011725426940038594,3.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
ALT2722dd1b15c9,ACC000137,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,9.663541755775022,12.019914076812112,0.40610536782945456,10.368204104789552,2.137754106128419,24.0,101.0,1.0183875530410182,1.0,2900.0,0.14175257468059937,0.0,0.0,0.7227722772277227,0.0,0.0024441750243739905,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALTd9982bf05394,ACC000139,2023-02-17,R06,High-Risk Jurisdiction Wire,high,open,0,0,16.186781255110166,17.193780476592547,1.5656294566796463,15.398810018085312,9779.983795647706,26.0,108.0,1.0317460317460319,1.0,2393.0,0.00045166711802978294,0.0,12.0,0.8055555555555556,0.0,0.19664473351767253,4.0,1.0,0.08196721311475409,1.0,0.0,0.0,171.0,0.67
ALT9ff53a6dcc5a,ACC000139,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,16.186781255110166,17.193780476592547,1.5656294566796463,15.398810018085312,9779.983795647706,26.0,108.0,1.0317460317460319,1.0,2393.0,0.00045166711802978294,0.0,12.0,0.8055555555555556,0.0,0.19664473351767253,4.0,1.0,0.08196721311475409,1.0,0.0,0.0,172.0,0.67
ALT6a6ef63124e7,ACC000139,2023-02-17,R09,PEP / Adverse Media High-Value Transaction,critical,open,1,1,16.186781255110166,17.193780476592547,1.5656294566796463,15.398810018085312,9779.983795647706,26.0,108.0,1.0317460317460319,1.0,2393.0,0.00045166711802978294,0.0,12.0,0.8055555555555556,0.0,0.19664473351767253,4.0,1.0,0.08196721311475409,1.0,0.0,0.0,173.0,0.67
ALT6e51fee75228,ACC000139,2023-02-17,R15,Cross-Border Fan-Out,high,open,1,1,16.186781255110166,17.193780476592547,1.5656294566796463,15.398810018085312,9779.983795647706,26.0,108.0,1.0317460317460319,1.0,2393.0,0.00045166711802978294,0.0,12.0,0.8055555555555556,0.0,0.19664473351767253,4.0,1.0,0.08196721311475409,1.0,0.0,0.0,174.0,0.67
ALT519ec249e4d9,ACC000140,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.590912643120355,12.39676750649576,0.7042734023422117,11.109017843350056,447.59118566329465,30.0,114.0,1.1278195488721805,1.0,788.0,0.0646601191659942,0.0,0.0,0.7368421052631579,0.0,0.0002268022213147562,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALT5f6395ce1395,ACC000141,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.302659231833477,12.069148819390303,0.7325452497706277,10.243277493769636,269.0791316958777,24.0,101.0,1.0183875530410182,1.0,2775.0,0.24420759269459985,0.0,0.0,0.7425742574257426,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
ALT0ea42aab297c,ACC000142,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.959879125874396,12.260829166021253,1.1668695217364773,10.359936923953324,98.6208300266094,20.0,96.0,0.8928571428571428,1.0,2685.0,0.05749795697800883,0.0,0.0,0.75,0.0,0.004307292471378758,3.0,0.0,0.0,0.0,0.0,0.0,46.0,0.33
ALTea7ab6c7e3d7,ACC000143,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.053432959798794,12.244599704699608,1.3022707427608504,10.06343141940415,76.68531151194064,33.0,112.0,1.2627551020408163,1.0,2710.0,0.09925218459023094,1.0,0.0,0.6696428571428571,0.0,0.007437356381092434,3.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
ALT38b402000ff3,ACC000144,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.138280596166942,12.202309975557617,1.4788257005007324,9.930266767145376,236.1596302003081,29.0,104.0,1.195054945054945,1.0,810.0,0.08039533469565653,0.0,0.0,0.7211538461538461,0.0,0.07304238318621009,3.0,0.0,0.0,0.0,0.0,0.0,43.0,0.33
ALTb2d00d7553a2,ACC000144,2023-02-17,R15,Cross-Border Fan-Out,high,open,0,0,11.138280596166942,12.202309975557617,1.4788257005007324,9.930266767145376,236.1596302003081,29.0,104.0,1.195054945054945,1.0,810.0,0.08039533469565653,0.0,0.0,0.7211538461538461,0.0,0.07304238318621009,3.0,0.0,0.0,0.0,0.0,0.0,44.0,0.33
ALT09a146c8cde2,ACC000145,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.470956771575382,12.341914217634018,1.79377748452142,10.399671102415228,33.89731631605268,29.0,107.0,1.1615487316421895,1.0,2448.0,0.1227066909216746,0.0,0.0,0.8037383177570093,0.0,0.039978466958488,3.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
ALT7f4524c71f8c,ACC000146,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.634399338561998,12.330275651229302,0.7861491566489094,10.469893378754707,813.0992459605031,27.0,112.0,1.0331632653061225,1.0,465.0,0.11118391168944901,0.0,0.0,0.6964285714285714,0.0,0.04826226437541061,2.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0
ALT896181594d01,ACC000149,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,9.828936943971824,11.97464909695361,0.501339135450865,9.787052046054354,47.595952475936535,23.0,102.0,0.9663865546218487,1.0,1087.0,0.14716756091060681,0.0,0.0,0.7450980392156863,0.0,0.05435516723723965,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
ALT85f2ab84d62a,ACC000151,2023-01-20,R07,Rapid Fund Movement,high,open,0,0,13.850464257271794,15.325181424304004,0.9807568797884832,13.072124264014793,979.960097709289,33.0,93.0,1.5207373271889402,1.0,3452.0,0.0007095468750084939,0.0,4.0,0.8924731182795699,0.0,0.9863106115734224,4.0,1.0,0.2,0.0,1.0,0.0,190.0,0.67
ALT6c848b1cfacb,ACC000151,2023-02-17,R08,Multiple Counterparty Layering,high,open,1,1,14.867860884365523,15.704575788740653,1.8562756289744988,13.115340776564027,1432.1130478281777,48.0,170.0,1.2100840336134453,1.0,3480.0,0.002272993205046636,0.0,6.0,0.8941176470588236,0.0,0.9827169427834022,4.0,1.0,0.1721311475409836,0.0,1.0,0.0,191.0,0.67
ALTb5519c24178d,ACC000151,2023-02-17,R09,PEP / Adverse Media High-Value Transaction,high,open,1,1,14.867860884365523,15.704575788740653,1.8562756289744988,13.115340776564027,1432.1130478281777,48.0,170.0,1.2100840336134453,1.0,3480.0,0.002272993205046636,0.0,6.0,0.8941176470588236,0.0,0.9827169427834022,4.0,1.0,0.1721311475409836,0.0,1.0,0.0,192.0,0.67
ALT3104c3f67b2e,ACC000151,2023-02-17,R15,Cross-Border Fan-Out,high,open,1,1,14.867860884365523,15.704575788740653,1.8562756289744988,13.115340776564027,1432.1130478281777,48.0,170.0,1.2100840336134453,1.0,3480.0,0.002272993205046636,0.0,6.0,0.8941176470588236,0.0,0.9827169427834022,4.0,1.0,0.1721311475409836,0.0,1.0,0.0,193.0,0.67
ALTff6781fdc77b,ACC000152,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.9838601718527,12.238791401311833,1.2218228324602463,9.906798066732067,324.3313767342582,32.0,122.0,1.1241217798594847,1.0,2955.0,0.25524916455755503,0.0,0.0,0.7622950819672131,0.0,0.08861443579894951,4.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0
ALT7746473a6469,ACC000154,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.504430350307246,11.726147722609687,1.2630766432306566,9.044917229331018,19.88626752190036,27.0,101.0,1.1456859971711457,1.0,3402.0,0.15131414001877916,1.0,0.0,0.7524752475247525,0.0,0.040305588891590256,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
ALT65c018b8660e,ACC000156,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.714052590972056,12.218478523414943,0.9520326085908265,10.42294660081068,1.4842095024881017,27.0,106.0,1.091644204851752,1.0,2102.0,0.10798830572294327,0.0,0.0,0.7264150943396226,0.0,0.025374572280893175,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALTcf2329c03d48,ACC000157,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.689293902074295,12.20778747437039,0.9387330461381439,9.638990615538384,14.54203416330533,30.0,111.0,1.1583011583011582,1.0,1153.0,0.13171319920220526,0.0,0.0,0.7567567567567568,0.0,0.14181675898035692,4.0,1.0,0.0,0.0,0.0,0.0,67.0,1.0
ALTda6d914be13b,ACC000159,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.251175821584498,12.23998917209373,1.5943493520688923,10.523394730301785,134.79617564662195,26.0,109.0,1.0222804718217562,1.0,1856.0,0.1556867577434652,0.0,0.0,0.7706422018348624,0.0,0.007559063338499307,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALTb08bcf10d36e,ACC000160,2023-02-17,R06,High-Risk Jurisdiction Wire,high,open,1,1,13.871862894789198,15.256412072196584,1.0732992832525496,13.1104952287136,348.1360000263708,39.0,147.0,1.1370262390670554,1.0,1859.0,0.0008859601436292527,0.0,2.0,0.8435374149659864,0.0,0.9730756969422817,4.0,1.0,0.12121212121212122,0.0,0.0,0.0,121.0,1.0
ALT31f76efa540f,ACC000160,2023-01-18,R07,Rapid Fund Movement,high,open,0,0,11.906138083623823,13.936574587491053,0.5626175808318182,12.989748136413281,93.01447015689804,29.0,67.0,1.8550106609808104,1.0,1829.0,0.004447751386914414,0.0,0.0,0.9253731343283582,0.0,0.9453441669307328,4.0,1.0,0.1282051282051282,0.0,0.0,0.0,122.0,1.0
ALTbcc9d0c4f13f,ACC000160,2023-02-17,R08,Multiple Counterparty Layering,high,open,1,1,13.871862894789198,15.256412072196584,1.0732992832525496,13.1104952287136,348.1360000263708,39.0,147.0,1.1370262390670554,1.0,1859.0,0.0008859601436292527,0.0,2.0,0.8435374149659864,0.0,0.9730756969422817,4.0,1.0,0.12121212121212122,0.0,0.0,0.0,123.0,1.0
ALT25e25c64d04e,ACC000160,2023-02-17,R15,Cross-Border Fan-Out,high,open,1,1,13.871862894789198,15.256412072196584,1.0732992832525496,13.1104952287136,348.1360000263708,39.0,147.0,1.1370262390670554,1.0,1859.0,0.0008859601436292527,0.0,2.0,0.8435374149659864,0.0,0.9730756969422817,4.0,1.0,0.12121212121212122,0.0,0.0,0.0,124.0,1.0
ALT0928e2bf36be,ACC000161,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.598587076033722,12.051870039354766,1.001987123106252,9.60727654523575,4.414816457384919,35.0,117.0,1.2820512820512822,1.0,489.0,0.12253618581919927,0.0,0.0,0.7863247863247863,0.0,0.03303939996734312,3.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
ALT07d795dd43aa,ACC000163,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.97580001273409,11.970173271021817,1.5855053568095014,9.56477460740156,43.80770713336899,27.0,112.0,1.0331632653061225,1.0,1184.0,0.08665424286972115,0.0,0.0,0.7857142857142857,0.0,0.1222244990109896,4.0,1.0,0.0,0.0,0.0,0.0,67.0,1.0
ALT0c5a590cb461,ACC000163,2023-02-17,R15,Cross-Border Fan-Out,high,open,0,0,10.97580001273409,11.970173271021817,1.5855053568095014,9.56477460740156,43.80770713336899,27.0,112.0,1.0331632653061225,1.0,1184.0,0.08665424286972115,0.0,0.0,0.7857142857142857,0.0,0.1222244990109896,4.0,1.0,0.0,0.0,0.0,0.0,68.0,1.0
ALT0e6fb2243af7,ACC000164,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.17806512853961,12.429184876353903,1.2264913196734109,10.394954806309048,8.763038371896155,35.0,120.0,1.25,1.0,859.0,0.1462013238307577,1.0,0.0,0.7416666666666667,0.0,0.005167182504886072,2.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
ALTce983f7b089b,ACC000165,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.832806448130144,12.421203863660011,0.8753548849435239,11.022279521589972,584.1433955153569,24.0,110.0,0.935064935064935,1.0,3560.0,0.20289110752765524,0.0,0.0,0.7454545454545455,0.0,0.05289085753160677,3.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0
ALTb897016e4b54,ACC000167,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.548146973197861,12.252215403648762,0.7797338264234916,9.899873529816137,5.620691737297517,25.0,118.0,0.9079903147699759,1.0,1883.0,0.053156555902495635,0.0,0.0,0.7796610169491526,0.0,0.01900190113069961,3.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
ALTc07e35a7e0bc,ACC000168,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.517301981677276,11.908536918218617,1.0661264761950415,9.585935789522036,0.25708737044673313,28.0,109.0,1.1009174311926606,1.0,2958.0,0.15647397891619377,1.0,0.0,0.7981651376146789,0.0,0.07181295728266031,4.0,1.0,0.0,0.0,0.0,0.0,51.0,0.33
ALT88d1c9f7bdad,ACC000169,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.522622141008913,11.74455514700671,1.2628047487247887,8.765481935817643,47.71294480988895,29.0,109.0,1.1402359108781128,1.0,2811.0,0.15488312787730196,0.0,0.0,0.7155963302752294,0.0,0.017659958871775572,3.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
ALT73c19774693b,ACC000170,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.098441483850848,11.966939184266728,0.6615000224273277,9.92292540742859,1.6205287403332078,25.0,108.0,0.9920634920634921,2.0,2093.0,0.23677214974429217,0.0,0.0,0.7685185185185185,0.0,0.050249725392249596,4.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0
ALT0efc673d69a5,ACC000170,2023-02-17,R15,Cross-Border Fan-Out,high,open,0,0,10.098441483850848,11.966939184266728,0.6615000224273277,9.92292540742859,1.6205287403332078,25.0,108.0,0.9920634920634921,2.0,2093.0,0.23677214974429217,0.0,0.0,0.7685185185185185,0.0,0.050249725392249596,4.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0
ALTa2d8aceee5e6,ACC000171,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.145554522237077,12.06772596370119,1.7042192595744856,10.54286257940019,125.36683247072038,28.0,107.0,1.1214953271028036,1.0,1776.0,0.17403512378246574,0.0,0.0,0.7570093457943925,0.0,0.08982038472459111,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALT094a536f70ea,ACC000172,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.49705306221349,12.457600289967788,1.6400614864611431,10.578319274416256,325.2730963311453,33.0,119.0,1.1884753901560625,2.0,2517.0,0.13687197918449107,2.0,0.0,0.7478991596638656,0.0,0.1351345540255592,3.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
ALT0640c1f551b0,ACC000173,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.711105622981853,12.202381642150206,0.9646344436753213,9.874887440604141,120.97169708228608,30.0,111.0,1.1583011583011582,1.0,528.0,0.09545008445155868,0.0,0.0,0.7477477477477478,0.0,0.050832481189604685,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
ALT751d45afbcec,ACC000174,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.100318212360161,12.316039256823482,1.270684281685183,10.287162299112719,19.030952864013695,30.0,115.0,1.1180124223602483,1.0,2324.0,0.3259386144038741,2.0,0.0,0.7478260869565218,0.0,0.0019884239512834114,2.0,0.0,0.0,0.0,0.0,0.0,47.0,0.33
ALT74ba1e61642e,ACC000175,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.238400001892845,12.239548765055764,0.5793245252133482,10.982755099062649,1.3247184723709555,33.0,108.0,1.3095238095238095,1.0,341.0,0.07711077279335307,0.0,0.0,0.7314814814814815,0.0,0.2267493135526242,4.0,1.0,0.0,0.0,0.0,0.0,63.0,0.67
ALT016d5344a6a9,ACC000176,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.051370366172423,12.31651242983526,1.2094113826596993,10.76485588646954,224.68972385694877,25.0,106.0,1.0107816711590298,1.0,1167.0,0.18217683573460153,0.0,0.0,0.7264150943396226,0.0,0.0007994078606215944,3.0,0.0,0.0,0.0,0.0,0.0,45.0,0.33
ALT7a8ce2fefe07,ACC000177,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.198113088257166,12.118344266101172,0.6281503514825421,10.01818360614029,3.6155892285196694,31.0,112.0,1.1862244897959184,1.0,2203.0,0.12284457289600006,0.0,0.0,0.7053571428571429,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
ALT71d6307ead7f,ACC000178,2023-02-17,R08,Multiple Counterparty Layering,high,open,1,1,13.916526447386738,15.512941336569877,0.8683778245047513,13.216947839393717,234.95600777520582,30.0,133.0,0.9667024704618689,1.0,964.0,0.007249287572202826,0.0,4.0,0.849624060150376,0.0,0.9710747649390384,4.0,1.0,0.27848101265822783,0.0,0.0,0.0,137.0,1.0
ALTe7d539a25eaf,ACC000179,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.916374001194114,12.322953496562592,1.0498990609077035,10.29725484048736,4.0883859634254085,32.0,122.0,1.1241217798594847,1.0,1321.0,0.06560758838787681,0.0,0.0,0.7459016393442623,0.0,0.19947970627604295,4.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0
ALT2a72b3301382,ACC000179,2023-02-17,R15,Cross-Border Fan-Out,high,open,0,0,10.916374001194114,12.322953496562592,1.0498990609077035,10.29725484048736,4.0883859634254085,32.0,122.0,1.1241217798594847,1.0,1321.0,0.06560758838787681,0.0,0.0,0.7459016393442623,0.0,0.19947970627604295,4.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0
ALTedff87f613c7,ACC000180,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.818795201342436,12.084047713238004,1.209274205855013,10.415086776995926,19.816777024644445,22.0,103.0,0.9153952843273232,1.0,66.0,0.061951169856606085,0.0,0.0,0.7766990291262136,0.0,0.013783760485709695,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
ALT8003796d59f2,ACC000181,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.45583067290472,12.128065535454661,0.8049533088555351,9.762963194596072,0.30399202297416045,27.0,104.0,1.1126373626373627,1.0,581.0,0.101790485860982,0.0,0.0,0.7403846153846154,0.0,0.1270746395343287,4.0,1.0,0.0,0.0,0.0,0.0,63.0,0.33
ALTe01fa8d18e57,ACC000181,2023-02-17,R15,Cross-Border Fan-Out,high,open,0,0,10.45583067290472,12.128065535454661,0.8049533088555351,9.762963194596072,0.30399202297416045,27.0,104.0,1.1126373626373627,1.0,581.0,0.101790485860982,0.0,0.0,0.7403846153846154,0.0,0.1270746395343287,4.0,1.0,0.0,0.0,0.0,0.0,64.0,0.33
ALT7aa2ebd6b5b2,ACC000182,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.67092949137561,12.42085953702267,0.7447832893590199,10.68322289554306,481.3297998330323,30.0,109.0,1.1795543905635648,1.0,3566.0,0.05751582757788103,0.0,0.0,0.8623853211009175,0.0,0.0052342192721851295,4.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0
ALT5d40045ce68d,ACC000183,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.019739018818807,12.155472742270371,1.376497725591946,9.732395508093722,129.47190689882945,28.0,106.0,1.1320754716981132,1.0,2563.0,0.11859110247214559,0.0,0.0,0.6886792452830188,0.0,0.010759014886542045,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
ALT81233416a910,ACC000184,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.641013971930295,12.371014123286928,2.0653145167773994,10.81999226151555,163.50704664721007,29.0,105.0,1.1836734693877553,1.0,391.0,0.046901046544569676,0.0,0.0,0.7619047619047619,0.0,0.011468990877871819,4.0,1.0,0.0,0.0,0.0,0.0,42.0,0.33
ALT053a36ae83df,ACC000187,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.371100513911298,11.946851750496428,0.8864869719342718,10.163822451541446,355.0825069599431,22.0,95.0,0.9924812030075189,1.0,1048.0,0.2746107338771437,0.0,0.0,0.7052631578947368,0.0,0.0003730329993272186,3.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
ALT1774bd6ed56f,ACC000188,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.081101083664178,12.230164785189828,1.358271602944551,10.642241502302907,203.63175000745434,30.0,112.0,1.1479591836734693,1.0,735.0,0.11293532076045638,0.0,0.0,0.7232142857142857,0.0,0.0013523305860121992,3.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
ALTd0118106d2be,ACC000189,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.121796895808988,12.443813456554205,1.142546824634321,10.05282523990349,2.421058116829198,27.0,115.0,1.0062111801242235,1.0,1651.0,0.1676761864034892,0.0,0.0,0.7913043478260869,0.0,0.10215922667689717,4.0,1.0,0.0,0.0,0.0,1.0,63.0,0.0
ALT68f71478ff82,ACC000192,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.361018090192086,12.145819435981663,0.7192541940908179,9.760572268601264,219.93017986451756,24.0,111.0,0.9266409266409266,1.0,292.0,0.08415886802749296,0.0,0.0,0.7297297297297297,0.0,0.030462089484770985,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
ALT35cdf2a25602,ACC000193,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.112494315206273,12.108293485300559,1.583248345374451,10.510996776169547,31.414289549576072,27.0,109.0,1.0615989515072084,1.0,2617.0,0.035217793487447656,0.0,0.0,0.7247706422018348,0.0,0.09409781162507364,4.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0
ALT64961b99e149,ACC000194,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.958154571556326,12.167180558373454,1.2792180956732686,9.882948053816873,0.7817640844705533,32.0,111.0,1.2355212355212355,1.0,325.0,0.08774829118276821,0.0,0.0,0.8108108108108109,0.0,0.10753506655667025,4.0,1.0,0.0,0.0,0.0,0.0,51.0,0.33
ALT4736970d150e,ACC000195,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,10.320746176276712,12.190129171115165,0.6609192401202877,9.872476646502005,29.46931732775994,28.0,106.0,1.1320754716981132,1.0,1283.0,0.11174269856381151,0.0,0.0,0.7547169811320755,0.0,0.09202314479815357,4.0,1.0,0.0,0.0,0.0,1.0,49.0,0.0
ALT49d2f95a0d29,ACC000196,2023-02-17,R08,Multiple Counterparty Layering,high,open,0,0,11.52442123468071,12.325355977401369,1.92388589033709,10.71372797534412,1263.4528735632186,33.0,123.0,1.1498257839721255,1.0,1181.0,0.09492776191658335,0.0,0.0,0.8048780487804879,0.0,0.08421020585983238,4.0,1.0,0.0,0.0,0.0,0.0,50.0,0.67
