txn_id,account_id,txn_date,txn_datetime,txn_type,channel,amount_eur,is_typology,typology_type,is_international,destination_jurisdiction,counterparty_id,counterparty_jurisdiction,counterparty_is_shell,counterparty_is_crypto
TXNd4409ec08eed,ACC000107,2023-02-15,2023-02-15T21:08:00,cash_deposit,branch,67.77,0,,0,,,,,
TXN3dadc956b59d,ACC000107,2023-02-15,2023-02-15T09:47:00,domestic_wire,atm,8275.11,0,,0,low,CP6fedda7bbc49,low,0,0
TXN4de39879e3bb,ACC000107,2023-02-15,2023-02-15T20:20:00,cash_withdrawal,mobile,40.32,0,,0,,,,,
TXN09ccb4314b8f,ACC000107,2023-02-15,2023-02-15T15:12:00,domestic_wire,atm,191.99,0,,0,low,CP2b0ba14dc3da,low,0,0
TXN256ce159f8b0,ACC000108,2023-02-15,2023-02-15T09:11:00,card_payment,mobile,1463.34,0,,0,,,,,
TXN4a1594fa1290,ACC000108,2023-02-15,2023-02-15T16:47:00,domestic_wire,atm,819.27,0,,0,low,CP2d51a91b936f,low,0,0
TXNc0f99b3d4a67,ACC000108,2023-02-15,2023-02-15T20:01:00,domestic_wire,mobile,425.77,0,,0,low,CP66466508867d,low,0,0
TXN3261fadf8b25,ACC000109,2023-02-15,2023-02-15T12:38:00,domestic_wire,online,452.98,0,,0,high,CP1683ad6e6446,high,0,0
TXNd3a79e9f0805,ACC000109,2023-02-15,2023-02-15T10:56:00,card_payment,atm,89.51,0,,0,,,,,
TXNf01e8a012a20,ACC000109,2023-02-15,2023-02-15T16:14:00,domestic_wire,online,23.62,0,,0,low,CP2583a90848a7,low,0,0
TXN4f1da708236c,ACC000110,2023-02-15,2023-02-15T21:52:00,internal_transfer,online,439.54,0,,0,,,,,
TXNe097af4e1461,ACC000110,2023-02-15,2023-02-15T09:45:00,card_payment,online,265.68,0,,0,,,,,
TXN90c30cdf3a1b,ACC000110,2023-02-15,2023-02-15T16:39:00,domestic_wire,atm,78.72,0,,0,low,CPb53595c1d0de,low,0,0
TXN21ae10b93498,ACC000110,2023-02-15,2023-02-15T14:34:00,internal_transfer,mobile,475.93,0,,0,,,,,
TXN21adb129938b,ACC000110,2023-02-15,2023-02-15T19:23:00,card_payment,mobile,743.67,0,,0,,,,,
TXNf5cc1e5a94f3,ACC000111,2023-02-15,2023-02-15T12:20:00,cash_deposit,online,1899.67,0,,0,,,,,
TXNcb885d2d401c,ACC000111,2023-02-15,2023-02-15T11:42:00,card_payment,online,460.53,0,,0,,,,,
TXN48b2e6e6b711,ACC000111,2023-02-15,2023-02-15T08:19:00,cash_withdrawal,mobile,757.66,0,,0,,,,,
TXN460a717d044f,ACC000112,2023-02-15,2023-02-15T10:35:00,card_payment,atm,540.11,0,,0,,,,,
TXN5710a3d80630,ACC000112,2023-02-15,2023-02-15T09:58:00,domestic_wire,online,260.38,0,,0,medium,CP926e0917aa07,medium,0,0
TXN2d9cced78e1e,ACC000112,2023-02-15,2023-02-15T17:43:00,loan_repayment,online,1982.13,0,,0,,,,,
TXN20b7181ca7d6,ACC000112,2023-02-15,2023-02-15T13:41:00,domestic_wire,atm,245.28,0,,0,medium,CP24d5443b1545,medium,0,0
TXN858fe5316cb9,ACC000113,2023-02-15,2023-02-15T15:16:00,internal_transfer,online,737.33,0,,0,,,,,
TXN68fa877affd4,ACC000113,2023-02-15,2023-02-15T16:33:00,international_wire,online,191.45,0,,1,medium,CP8dff87ccf0a2,medium,0,0
TXN9667a4e6aa23,ACC000113,2023-02-15,2023-02-15T08:36:00,domestic_wire,mobile,1105.37,0,,0,low,CP5175e765d789,low,0,0
TXN72f544639790,ACC000114,2023-02-15,2023-02-15T11:15:00,card_payment,online,2159.1,0,,0,,,,,
TXNe25195f643b3,ACC000114,2023-02-15,2023-02-15T20:06:00,domestic_wire,online,74.25,0,,0,low,CPc6ddfaa1ef32,low,0,0
TXN4b2bda887879,ACC000115,2023-02-15,2023-02-15T06:55:00,cash_deposit,online,3426.87,0,,0,,,,,
TXN0340444a671a,ACC000115,2023-02-15,2023-02-15T16:41:00,internal_transfer,online,92.48,0,,0,,,,,
TXN1d12b31026f7,ACC000116,2023-02-15,2023-02-15T07:51:00,cash_withdrawal,mobile,1855.69,0,,0,,,,,
TXNdd96c76a006a,ACC000116,2023-02-15,2023-02-15T21:52:00,cash_deposit,online,4626.31,0,,0,,,,,
TXNb27f9a5e4f12,ACC000116,2023-02-15,2023-02-15T11:48:00,domestic_wire,online,5134.11,0,,0,medium,CPee5855a91308,medium,0,0
TXN26e8fcbf9dc0,ACC000116,2023-02-15,2023-02-15T20:45:00,card_payment,mobile,2921.18,0,,0,,,,,
TXN46d72759313a,ACC000116,2023-02-15,2023-02-15T20:25:00,card_payment,online,1279.14,0,,0,,,,,
TXN13ad9e48883c,ACC000116,2023-02-15,2023-02-15T20:17:00,internal_transfer,branch,421.08,0,,0,,,,,
TXNa696f5c07f9e,ACC000117,2023-02-15,2023-02-15T06:49:00,loan_repayment,mobile,94.9,0,,0,,,,,
TXNb7d029395dc3,ACC000118,2023-02-15,2023-02-15T09:02:00,loan_repayment,online,420.01,0,,0,,,,,
TXNdcedbff6aa28,ACC000118,2023-02-15,2023-02-15T07:41:00,card_payment,mobile,254.36,0,,0,,,,,
TXN01bd1cd7a1a0,ACC000118,2023-02-15,2023-02-15T16:07:00,internal_transfer,online,26265.24,0,,0,,,,,
TXN06819ba45ee4,ACC000119,2023-02-15,2023-02-15T16:26:00,domestic_wire,atm,4172.53,0,,0,low,CP612d127b42a8,low,0,0
TXN5fdfa4a054cc,ACC000119,2023-02-15,2023-02-15T14:37:00,domestic_wire,online,457.74,0,,0,low,CP865fc2582dc8,low,0,0
TXNb5455ce4944f,ACC000120,2023-02-15,2023-02-15T08:07:00,domestic_wire,atm,560.92,0,,0,low,CP7c592f9ca626,low,0,0
TXN86e2400d8eea,ACC000120,2023-02-15,2023-02-15T10:57:00,domestic_wire,online,414.28,0,,0,low,CPe1a03802b62c,low,0,0
TXN24e6aed9bcf4,ACC000120,2023-02-15,2023-02-15T13:45:00,cash_deposit,mobile,2762.77,0,,0,,,,,
TXNabb07ba0cace,ACC000120,2023-02-15,2023-02-15T07:30:00,domestic_wire,mobile,381.74,0,,0,low,CPc89f9856bcaa,low,0,0
TXN608deda63225,ACC000121,2023-02-15,2023-02-15T11:48:00,domestic_wire,mobile,252.57,0,,0,low,CP5657322a9002,low,0,0
TXN9e10d345a2a9,ACC000121,2023-02-15,2023-02-15T16:01:00,domestic_wire,branch,2837.47,0,,0,low,CPbccd29a5679e,low,0,0
TXN240e4a08b9f4,ACC000121,2023-02-15,2023-02-15T21:09:00,internal_transfer,mobile,714.86,0,,0,,,,,
TXN1420d5c52d76,ACC000121,2023-02-15,2023-02-15T11:44:00,card_payment,atm,697.69,0,,0,,,,,
TXN8791939f841c,ACC000121,2023-02-15,2023-02-15T08:35:00,internal_transfer,mobile,1900.9,0,,0,,,,,
TXNbb73a0324c33,ACC000122,2023-02-15,2023-02-15T18:58:00,card_payment,mobile,745.4,0,,0,,,,,
TXNe5a4b0ed2fe1,ACC000122,2023-02-15,2023-02-15T19:32:00,cash_deposit,online,843.8,0,,0,,,,,
TXNdce4b2028b34,ACC000122,2023-02-15,2023-02-15T13:48:00,domestic_wire,branch,219.26,0,,0,low,CP61e0bbe82874,low,0,0
TXN8aca980175fa,ACC000123,2023-02-15,2023-02-15T09:41:00,internal_transfer,branch,109.81,0,,0,,,,,
TXNf015cd6da9bd,ACC000123,2023-02-15,2023-02-15T15:24:00,card_payment,branch,86.04,0,,0,,,,,
TXNe5b3cb4999b9,ACC000123,2023-02-15,2023-02-15T07:47:00,internal_transfer,branch,555.13,0,,0,,,,,
TXNb86d882ca3e0,ACC000124,2023-02-15,2023-02-15T07:57:00,cash_deposit,branch,3367.83,0,,0,,,,,
TXNec8921cf92b5,ACC000124,2023-02-15,2023-02-15T17:44:00,internal_transfer,mobile,1285.62,0,,0,,,,,
TXN3394e767f2cb,ACC000124,2023-02-15,2023-02-15T07:29:00,card_payment,online,199.26,0,,0,,,,,
TXN28253326532c,ACC000124,2023-02-15,2023-02-15T12:20:00,card_payment,online,384.22,0,,0,,,,,
TXN9e5d7c12d35f,ACC000125,2023-02-15,2023-02-15T12:46:00,domestic_wire,online,965.37,0,,0,low,CPdba17f3a0122,low,0,0
TXN0df620411913,ACC000125,2023-02-15,2023-02-15T15:22:00,domestic_wire,online,63.39,0,,0,low,CP8928259ece7a,low,0,0
TXN8e028ca88268,ACC000126,2023-02-15,2023-02-15T15:57:00,cash_withdrawal,atm,2731.18,0,,0,,,,,
TXN49054df9d1a2,ACC000126,2023-02-15,2023-02-15T16:46:00,international_wire,online,6227.36,0,,1,low,CP58212f23dc3c,low,0,0
TXNf4821d70abb4,ACC000126,2023-02-15,2023-02-15T07:16:00,card_payment,online,4911.48,0,,0,,,,,
TXNfd1928faca18,ACC000127,2023-02-15,2023-02-15T14:26:00,internal_transfer,online,22.64,0,,0,,,,,
TXNfe41fb4dc56f,ACC000127,2023-02-15,2023-02-15T07:52:00,domestic_wire,online,392.97,0,,0,low,CP7500876fd75c,low,0,0
TXNce05fce45ca0,ACC000127,2023-02-15,2023-02-15T09:45:00,card_payment,mobile,4517.51,0,,0,,,,,
TXN31e1392e5583,ACC000127,2023-02-15,2023-02-15T06:51:00,cash_withdrawal,online,1095.86,0,,0,,,,,
TXNf5dd462e66c2,ACC000128,2023-02-15,2023-02-15T06:53:00,cash_deposit,online,2542.79,0,,0,,,,,
TXN623aad969989,ACC000128,2023-02-15,2023-02-15T16:30:00,domestic_wire,online,2139.25,0,,0,medium,CP7dda472a88bc,medium,0,0
TXN99c0d953c12c,ACC000129,2023-02-15,2023-02-15T21:46:00,domestic_wire,mobile,764.17,0,,0,low,CP489486bb47be,low,0,0
TXN22b49405f59a,ACC000129,2023-02-15,2023-02-15T13:32:00,card_payment,mobile,373.67,0,,0,,,,,
TXNbdb75cd9a72b,ACC000129,2023-02-15,2023-02-15T14:46:00,internal_transfer,online,163.91,0,,0,,,,,
TXN9e3991f616c0,ACC000129,2023-02-15,2023-02-15T16:26:00,domestic_wire,mobile,881.82,0,,0,medium,CPe5110f0f67e2,medium,0,0
TXN8400ab6a6cdf,ACC000130,2023-02-15,2023-02-15T08:58:00,card_payment,online,1720.99,0,,0,,,,,
TXN9946b8dc2417,ACC000130,2023-02-15,2023-02-15T20:05:00,card_payment,mobile,2217.84,0,,0,,,,,
TXN77b17241d78f,ACC000130,2023-02-15,2023-02-15T20:11:00,domestic_wire,atm,2177.09,0,,0,medium,CPf1af57d93e7d,medium,0,0
TXNe51674aa829e,ACC000130,2023-02-15,2023-02-15T12:40:00,domestic_wire,branch,1010.86,0,,0,medium,CPa08e88ff82a9,medium,0,0
TXN9d0580f678aa,ACC000130,2023-02-15,2023-02-15T18:03:00,domestic_wire,online,609.37,0,,0,low,CP3ea2f74832b2,low,0,0
TXN3ab5e47b87c0,ACC000131,2023-02-15,2023-02-15T16:27:00,internal_transfer,atm,208.68,0,,0,,,,,
TXN4768ff6de6ce,ACC000131,2023-02-15,2023-02-15T18:25:00,loan_repayment,online,91.65,0,,0,,,,,
TXNbb4a92a61193,ACC000131,2023-02-15,2023-02-15T10:47:00,card_payment,online,763.71,0,,0,,,,,
TXNd4b3726b0dd0,ACC000131,2023-02-15,2023-02-15T08:53:00,domestic_wire,atm,253.28,0,,0,medium,CP816c715f778d,medium,0,0
TXN8944634d8751,ACC000132,2023-02-15,2023-02-15T20:14:00,domestic_wire,branch,57.05,0,,0,low,CP75c8f90db786,low,0,0
TXNca3b41e3165d,ACC000132,2023-02-15,2023-02-15T21:03:00,domestic_wire,mobile,70.98,0,,0,medium,CP5033e6f558f8,medium,0,0
TXN7c866de00e62,ACC000133,2023-02-15,2023-02-15T11:16:00,domestic_wire,branch,270.53,0,,0,low,CPde4da82c349a,low,0,0
TXNce3629e86e8f,ACC000133,2023-02-15,2023-02-15T20:47:00,internal_transfer,mobile,946.12,0,,0,,,,,
TXN83e123a03126,ACC000133,2023-02-15,2023-02-15T11:37:00,cash_deposit,online,423.5,0,,0,,,,,
TXN8fb5a90da7d7,ACC000134,2023-02-15,2023-02-15T17:32:00,cash_deposit,atm,112.3,0,,0,,,,,
TXNbff4cc312690,ACC000134,2023-02-15,2023-02-15T10:51:00,cash_deposit,mobile,163.62,0,,0,,,,,
TXN4eedee31107c,ACC000134,2023-02-15,2023-02-15T12:28:00,card_payment,online,1876.81,0,,0,,,,,
TXNbded58b099ce,ACC000134,2023-02-15,2023-02-15T20:38:00,domestic_wire,mobile,857.08,0,,0,medium,CPbb19f1948884,medium,0,0
TXNaa1739dc837c,ACC000135,2023-02-15,2023-02-15T17:07:00,cash_withdrawal,branch,3475.01,0,,0,,,,,
TXN41e7878025b1,ACC000135,2023-02-15,2023-02-15T21:58:00,domestic_wire,online,31261.35,0,,0,low,CP9ce68100d30b,low,0,0
TXN9200992ca458,ACC000135,2023-02-15,2023-02-15T12:04:00,cash_deposit,mobile,1052.89,0,,0,,,,,
TXNf2deb4dcadfa,ACC000136,2023-02-15,2023-02-15T07:08:00,card_payment,online,1648.17,0,,0,,,,,
TXN43a4c8b9cbad,ACC000136,2023-02-15,2023-02-15T10:15:00,domestic_wire,branch,705.08,0,,0,low,CPc4c38f0dc7d5,low,0,0
TXN014a4e0670e7,ACC000137,2023-02-15,2023-02-15T07:04:00,domestic_wire,mobile,666.14,0,,0,low,CPf51e25ddaa03,low,0,0
TXNbe5d3ab52235,ACC000137,2023-02-15,2023-02-15T10:05:00,domestic_wire,online,126.89,0,,0,medium,CP4293ff4b3b17,medium,0,0
TXNefea90987a60,ACC000137,2023-02-15,2023-02-15T14:45:00,internal_transfer,mobile,118.3,0,,0,,,,,
TXN58dbf5dc0e41,ACC000138,2023-02-15,2023-02-15T18:36:00,card_payment,online,1971.87,0,,0,,,,,
TXNbb97ca51bbfa,ACC000138,2023-02-15,2023-02-15T13:31:00,domestic_wire,online,3118.36,0,,0,low,CPa37830340a3c,low,0,0
TXNbd2c72da4aad,ACC000138,2023-02-15,2023-02-15T11:49:00,international_wire,online,7651.88,0,,1,medium,CP5f4ada5d30c0,medium,0,0
TXNcd9929585f77,ACC000138,2023-02-15,2023-02-15T07:52:00,cash_deposit,mobile,4439.88,0,,0,,,,,
TXNb0e2020f68c8,ACC000138,2023-02-15,2023-02-15T12:42:00,international_wire,online,706.12,0,,1,low,CP96be8a4625b0,low,0,0
TXNbe51268f8669,ACC000139,2023-02-15,2023-02-15T09:20:00,cash_withdrawal,mobile,5029.97,0,,0,,,,,
TXNd3bafebff8f1,ACC000139,2023-02-15,2023-02-15T13:00:00,property_purchase,online,2295000.0,1,real_estate,1,high,CPceadbf4a9c99,high,1,0
TXN754ddd5ce4a7,ACC000139,2023-02-15,2023-02-15T13:00:00,property_purchase,online,2241000.0,1,real_estate,0,,CP14faf525701b,low,0,0
TXNfae3ea6b90ac,ACC000140,2023-02-15,2023-02-15T16:57:00,cash_deposit,mobile,99.17,0,,0,,,,,
TXN8c86895fdc99,ACC000140,2023-02-15,2023-02-15T11:33:00,internal_transfer,online,710.47,0,,0,,,,,
TXN0b326f1c23ac,ACC000140,2023-02-15,2023-02-15T15:23:00,cash_deposit,online,1505.79,0,,0,,,,,
TXNcfd001bd7f80,ACC000141,2023-02-15,2023-02-15T06:03:00,domestic_wire,branch,1435.77,0,,0,low,CP9df73f332254,low,0,0
TXN775065f1513c,ACC000141,2023-02-15,2023-02-15T11:44:00,domestic_wire,online,710.04,0,,0,low,CP2e6de9de01cc,low,0,0
TXN2faae46444c3,ACC000141,2023-02-15,2023-02-15T07:15:00,internal_transfer,mobile,203.29,0,,0,,,,,
TXN3082e5377c4b,ACC000143,2023-02-15,2023-02-15T07:23:00,cash_deposit,mobile,8383.72,0,,0,,,,,
TXN654d25fb296c,ACC000143,2023-02-15,2023-02-15T20:41:00,domestic_wire,mobile,99.82,0,,0,medium,CPf385566e06da,medium,0,0
TXN9c42661bca84,ACC000143,2023-02-15,2023-02-15T15:04:00,domestic_wire,online,1795.5,0,,0,low,CPc4e9195eee06,low,0,0
TXNc935643a7d4a,ACC000143,2023-02-15,2023-02-15T16:36:00,cash_deposit,mobile,1672.67,0,,0,,,,,
TXN4eea3fba01e4,ACC000144,2023-02-15,2023-02-15T20:18:00,domestic_wire,online,1073.69,0,,0,medium,CPb5a820b846dc,medium,0,0
TXN83b55348107c,ACC000144,2023-02-15,2023-02-15T08:11:00,card_payment,online,6674.81,0,,0,,,,,
TXN73b69a327f15,ACC000144,2023-02-15,2023-02-15T09:35:00,domestic_wire,online,236.66,0,,0,high,CP7bb3420d83df,high,0,0
TXN88ce1d243d1a,ACC000145,2023-02-15,2023-02-15T19:10:00,domestic_wire,mobile,649.93,0,,0,low,CP546b6812d7e2,low,0,0
TXN06d12fbdd187,ACC000145,2023-02-15,2023-02-15T16:09:00,domestic_wire,branch,833.29,0,,0,low,CP84990c660ef6,low,0,0
TXNde9067215422,ACC000145,2023-02-15,2023-02-15T19:07:00,domestic_wire,mobile,178.37,0,,0,low,CP7102010c6472,low,0,0
TXN469fe2659c85,ACC000145,2023-02-15,2023-02-15T10:19:00,domestic_wire,mobile,924.74,0,,0,low,CPf47bb8685eee,low,0,0
TXNa9bbc13d58d7,ACC000146,2023-02-15,2023-02-15T06:48:00,internal_transfer,online,573.89,0,,0,,,,,
TXN3881cfc5c391,ACC000146,2023-02-15,2023-02-15T21:39:00,card_payment,mobile,2347.35,0,,0,,,,,
TXNd37ff9a383bd,ACC000147,2023-02-15,2023-02-15T07:09:00,internal_transfer,atm,147.76,0,,0,,,,,
TXN97e568eec080,ACC000147,2023-02-15,2023-02-15T14:48:00,card_payment,atm,360.99,0,,0,,,,,
TXNc3eca91a7d55,ACC000147,2023-02-15,2023-02-15T18:56:00,cash_deposit,mobile,10.3,0,,0,,,,,
TXN51aa564f0c55,ACC000147,2023-02-15,2023-02-15T13:21:00,domestic_wire,branch,3989.17,0,,0,medium,CP492eeb5dd0a6,medium,0,0
TXN6f61ea7b150e,ACC000148,2023-02-15,2023-02-15T16:47:00,card_payment,branch,51.56,0,,0,,,,,
TXN0ad41fa32551,ACC000148,2023-02-15,2023-02-15T07:46:00,internal_transfer,mobile,532.59,0,,0,,,,,
TXNea707869065b,ACC000149,2023-02-15,2023-02-15T20:02:00,card_payment,atm,258.0,0,,0,,,,,
TXN72c72b79dd37,ACC000149,2023-02-15,2023-02-15T14:47:00,cash_deposit,branch,186.09,0,,0,,,,,
TXNc094ce4a78c5,ACC000149,2023-02-15,2023-02-15T10:28:00,domestic_wire,branch,765.27,0,,0,low,CP3a81e72eab65,low,0,0
TXN74e0d7929e6d,ACC000150,2023-02-15,2023-02-15T13:45:00,domestic_wire,online,3054.57,0,,0,medium,CP38b3aac87fd9,medium,0,0
TXNf16f2a350229,ACC000150,2023-02-15,2023-02-15T14:05:00,card_payment,online,361.04,0,,0,,,,,
TXNedbfdbfbf643,ACC000150,2023-02-15,2023-02-15T20:11:00,cash_withdrawal,online,509.71,0,,0,,,,,
TXN26986d8e2094,ACC000150,2023-02-15,2023-02-15T10:48:00,domestic_wire,mobile,1224.57,0,,0,low,CPb596c7a22778,low,0,0
TXNfed80f9ce474,ACC000150,2023-02-15,2023-02-15T08:42:00,internal_transfer,branch,61.64,0,,0,,,,,
TXN55c2a533a5dc,ACC000151,2023-02-15,2023-02-15T19:46:00,domestic_wire,mobile,70.69,0,,0,medium,CPc7c136f6ea0b,medium,0,0
TXN1fbc8ed8c08e,ACC000151,2023-02-15,2023-02-15T18:26:00,domestic_wire,mobile,20.71,0,,0,high,CP87de51f7a506,high,0,0
TXNdd434885774e,ACC000151,2023-02-15,2023-02-15T17:08:00,cash_withdrawal,online,269.64,0,,0,,,,,
TXN53bb728b052e,ACC000151,2023-02-15,2023-02-15T08:54:00,international_wire,online,3096.17,1,cross_border,1,very_high,CP2f35abf9c234,very_high,1,0
TXNf38e48ddee6c,ACC000151,2023-02-15,2023-02-15T08:32:00,international_wire,online,283200.0,1,cross_border,1,high,CP503f8f3f3a7c,high,0,0
TXNd36259960eaf,ACC000151,2023-02-15,2023-02-15T18:16:00,international_wire,online,7224.72,1,cross_border,1,very_high,CPdfc8e4cde1fb,very_high,0,0
TXNd8d8e72bf541,ACC000152,2023-02-15,2023-02-15T12:26:00,internal_transfer,mobile,741.65,0,,0,,,,,
TXN6adf8c57edde,ACC000152,2023-02-15,2023-02-15T09:18:00,domestic_wire,branch,354.39,0,,0,medium,CP19464998474d,medium,0,0
TXNf5ed0dcdcb69,ACC000152,2023-02-15,2023-02-15T09:47:00,internal_transfer,mobile,676.52,0,,0,,,,,
TXN3f7af371a7d2,ACC000152,2023-02-15,2023-02-15T07:44:00,international_wire,online,151.86,0,,1,medium,CPd03461f32428,medium,0,0
TXN647a7c536004,ACC000152,2023-02-15,2023-02-15T13:12:00,card_payment,mobile,1672.46,0,,0,,,,,
TXNfbb912e6ba3a,ACC000152,2023-02-15,2023-02-15T16:49:00,domestic_wire,mobile,513.84,0,,0,low,CP4c4408891bb6,low,0,0
TXNcb01ee99e402,ACC000153,2023-02-15,2023-02-15T11:00:00,cash_withdrawal,mobile,33.85,0,,0,,,,,
TXNa817a7b7ac8a,ACC000153,2023-02-15,2023-02-15T09:04:00,domestic_wire,online,72.24,0,,0,low,CP9624d8c99ff5,low,0,0
TXN62457a2f333b,ACC000153,2023-02-15,2023-02-15T14:19:00,internal_transfer,branch,1523.97,0,,0,,,,,
TXN90a7e1c6208f,ACC000153,2023-02-15,2023-02-15T17:28:00,domestic_wire,branch,5509.69,0,,0,low,CP277eee0cd6d6,low,0,0
TXN01b890add9ef,ACC000153,2023-02-15,2023-02-15T14:51:00,domestic_wire,mobile,141.78,0,,0,low,CP7ea06be953f2,low,0,0
TXN031a9b52837b,ACC000153,2023-02-15,2023-02-15T15:08:00,internal_transfer,online,362.24,0,,0,,,,,
TXNfb0d381f2c6e,ACC000154,2023-02-15,2023-02-15T17:48:00,domestic_wire,mobile,123.22,0,,0,medium,CPbedf1d3dbd0e,medium,0,0
TXN8b17d51d5fea,ACC000154,2023-02-15,2023-02-15T10:06:00,domestic_wire,online,26.97,0,,0,low,CPa8e3bc80893e,low,0,0
TXN5301aaecc7c8,ACC000154,2023-02-15,2023-02-15T13:07:00,internal_transfer,online,549.06,0,,0,,,,,
TXN628ba280bbb4,ACC000154,2023-02-15,2023-02-15T21:56:00,domestic_wire,online,4082.34,0,,0,low,CPc3d3ac4c3ce9,low,0,0
TXN70a9ab987429,ACC000155,2023-02-15,2023-02-15T21:53:00,internal_transfer,mobile,636.9,0,,0,,,,,
TXNf071ee2d51f4,ACC000155,2023-02-15,2023-02-15T14:47:00,domestic_wire,online,106.57,0,,0,low,CP2d93ee5ec094,low,0,0
TXNd63a8e94b1e3,ACC000155,2023-02-15,2023-02-15T09:59:00,domestic_wire,branch,134.09,0,,0,low,CP60daeeeb1f99,low,0,0
TXN49ff4a133152,ACC000155,2023-02-15,2023-02-15T14:42:00,domestic_wire,online,851.29,0,,0,low,CP350f230407e3,low,0,0
TXN86f3372711bc,ACC000155,2023-02-15,2023-02-15T17:13:00,card_payment,online,9744.86,0,,0,,,,,
TXN3061a102275e,ACC000156,2023-02-15,2023-02-15T17:50:00,domestic_wire,atm,282.2,0,,0,low,CP14985f47bcbd,low,0,0
TXN253e1b1c955c,ACC000156,2023-02-15,2023-02-15T16:34:00,card_payment,branch,122.97,0,,0,,,,,
TXN6db00598bdee,ACC000156,2023-02-15,2023-02-15T17:28:00,loan_repayment,mobile,194.14,0,,0,,,,,
TXNc75544802016,ACC000156,2023-02-15,2023-02-15T18:30:00,card_payment,branch,559.63,0,,0,,,,,
TXN539740b934d0,ACC000157,2023-02-15,2023-02-15T12:37:00,international_wire,online,3694.32,0,,1,medium,CPa060ac8af3d6,medium,0,0
TXNfe4b0c06dd8f,ACC000157,2023-02-15,2023-02-15T09:41:00,card_payment,branch,152.62,0,,0,,,,,
TXN6184c8cc3a61,ACC000157,2023-02-15,2023-02-15T20:16:00,domestic_wire,atm,14.2,0,,0,low,CP63c617bac89d,low,0,0
TXN7850a81429f8,ACC000157,2023-02-15,2023-02-15T09:12:00,cash_withdrawal,atm,1568.37,0,,0,,,,,
TXN91d87588b5d8,ACC000158,2023-02-15,2023-02-15T08:01:00,internal_transfer,atm,86.9,0,,0,,,,,
TXN0e46b3ba8d75,ACC000158,2023-02-15,2023-02-15T20:22:00,card_payment,online,3847.64,0,,0,,,,,
TXNd817c29011b7,ACC000158,2023-02-15,2023-02-15T14:08:00,domestic_wire,online,154.61,0,,0,medium,CPa88067e02ae0,medium,0,0
TXNce016c49ed78,ACC000159,2023-02-15,2023-02-15T08:44:00,loan_repayment,mobile,952.27,0,,0,,,,,
TXN430a2b6b7b8e,ACC000159,2023-02-15,2023-02-15T11:35:00,domestic_wire,atm,512.17,0,,0,low,CPafb2a9384a42,low,0,0
TXN0abb446c8d87,ACC000159,2023-02-15,2023-02-15T14:29:00,domestic_wire,branch,2475.91,0,,0,low,CPfbde8d9537c9,low,0,0
TXNaf3abf91d0ce,ACC000160,2023-02-15,2023-02-15T10:44:00,domestic_wire,online,1331.59,0,,0,low,CP69ee711fea90,low,0,0
TXN7bb9a274b0f6,ACC000160,2023-02-15,2023-02-15T17:09:00,internal_transfer,branch,259.96,0,,0,,,,,
TXNece5ba62dffd,ACC000160,2023-02-15,2023-02-15T16:40:00,international_wire,online,1631.58,0,,1,medium,CP81fb5ee41d72,medium,0,0
TXN32c43245c211,ACC000160,2023-02-15,2023-02-15T14:27:00,international_wire,online,6099.36,1,cross_border,1,very_high,CP9f10e0c04cbd,very_high,0,0
TXN97d5e5188b16,ACC000160,2023-02-15,2023-02-15T09:47:00,international_wire,online,6832.34,1,cross_border,1,high,CP6c5d3b9f491b,high,0,0
TXN7eb3df6e38e1,ACC000161,2023-02-15,2023-02-15T10:41:00,cash_deposit,mobile,49.53,0,,0,,,,,
TXN4679d7e0e6c9,ACC000161,2023-02-15,2023-02-15T16:27:00,domestic_wire,online,1229.53,0,,0,low,CPf25204ea41bf,low,0,0
TXNa1136583157b,ACC000161,2023-02-15,2023-02-15T20:23:00,domestic_wire,online,5180.32,0,,0,low,CP267060400e83,low,0,0
TXNf37b0bf50f24,ACC000161,2023-02-15,2023-02-15T12:23:00,internal_transfer,branch,410.61,0,,0,,,,,
TXN3860be5ef3b6,ACC000162,2023-02-15,2023-02-15T21:17:00,card_payment,mobile,519.34,0,,0,,,,,
TXN85564918b102,ACC000162,2023-02-15,2023-02-15T12:33:00,domestic_wire,branch,654.16,0,,0,low,CPca71314446d8,low,0,0
TXN8c84c41e7683,ACC000162,2023-02-15,2023-02-15T15:56:00,domestic_wire,online,1140.39,0,,0,low,CPd39b4f4b96a2,low,0,0
TXNce782977385b,ACC000163,2023-02-15,2023-02-15T16:31:00,international_wire,online,5429.0,0,,1,low,CP6eef46b8bde4,low,0,0
TXNa51795de9589,ACC000163,2023-02-15,2023-02-15T08:00:00,cash_deposit,mobile,1580.04,0,,0,,,,,
TXNc95d516caf5e,ACC000163,2023-02-15,2023-02-15T09:27:00,domestic_wire,mobile,1031.86,0,,0,medium,CP2567b61faac4,medium,0,0
TXN48ca845ad943,ACC000163,2023-02-15,2023-02-15T06:56:00,domestic_wire,online,13110.74,0,,0,high,CP0eeec212d888,high,0,0
TXN70208e7007d8,ACC000164,2023-02-15,2023-02-15T06:09:00,internal_transfer,mobile,869.73,0,,0,,,,,
TXNe8cf6d6cb9a9,ACC000164,2023-02-15,2023-02-15T08:16:00,domestic_wire,online,917.64,0,,0,low,CP7b00be40d494,low,0,0
